,c1,sentiment_neg,sentiment_pos,sentiment_neu,sentiment_compound,sentiment
32376,"""[branagh] found way play's profound yet populist heart",0.0,0.375,0.625,0.6369,positive
32377,"""a spirited",0.0,0.697,0.303,0.3182,positive
32378,"""very accessible",0.0,0.0,1.0,0.0,neutral
32379,"""emma thompson normally reliable performer screen",0.0,0.0,1.0,0.0,neutral
32380,"""doyle's enrapturing music branagh's cinematic grip play--inventive",0.0,0.0,1.0,0.0,neutral
32381,"""imaginative",0.0,0.0,1.0,0.0,neutral
32382,piece work this.,0.0,0.0,1.0,0.0,neutral
32383,much ado nothing one movies recent years could leave audiences weeping joy.,0.243,0.225,0.533,0.1779,negative
32384,"""all",0.0,0.0,1.0,0.0,neutral
32385,"""there reasons commend [rob] bowman screenwriter bill apablasa",0.288,0.232,0.48,-0.1779,negative
32386,fad flick lots skateboards ... literally nothing else.,0.0,0.213,0.787,0.2263,positive
32387,"""slackly directed thinly written",0.0,0.0,1.0,0.0,neutral
32388,"""a helluva lot fun......babes",0.0,0.0,1.0,0.0,neutral
32389,"""tries genuinely entertaining dramedy pandering extreme sports crowds",0.0,0.293,0.707,0.4404,positive
32390,occasional action scenes appropriately tortuous tired teen-out-of-water plot torturous. kid-flick that's speed-skating one leg.,0.355,0.0,0.645,-0.765,negative
32391,predictable teen-slush.,0.0,0.0,1.0,0.0,neutral
32392,"""the movie turns hyperslick",0.0,0.0,1.0,0.0,neutral
32393,characters clueless; dialogue cretin.,0.455,0.0,0.545,-0.3612,negative
32394,"""kids might enjoy teenage fish-out-of-the-surf comedy",0.0,0.588,0.412,0.6908,positive
32395,high production values moderately appealing cast nothing ameliorate tedium.,0.0,0.252,0.748,0.4019,positive
32396,"""instead telling story",0.0,0.0,1.0,0.0,neutral
32397,"""oddly enough """"airborne"""" tasty cotton candy screen.""",0.0,0.0,1.0,0.0,neutral
32398,"""while sincerity obviously can't guarantee quality",0.258,0.0,0.742,-0.1877,negative
32399,,0.0,0.0,0.0,0.0,neutral
32400,,0.0,0.0,0.0,0.0,neutral
32401,"""i began watching comparative indifference",0.231,0.0,0.769,-0.0516,negative
32402,"""the result without interest",0.453,0.0,0.547,-0.357,negative
32403,26-07-2002,0.0,0.0,1.0,0.0,neutral
32404,,0.0,0.0,0.0,0.0,neutral
32405,,0.0,0.0,0.0,0.0,neutral
32406,,0.0,0.0,0.0,0.0,neutral
32407,"""mr. daniels's luminous performance heroic colonel dominates ... half film. actor disappears part 2",0.132,0.264,0.604,0.34,positive
32408,,0.0,0.0,0.0,0.0,neutral
32409,,0.0,0.0,0.0,0.0,neutral
32410,"""gettysburg succeeds motion picture event",0.0,0.444,0.556,0.4939,positive
32411,,0.0,0.0,0.0,0.0,neutral
32412,,0.0,0.0,0.0,0.0,neutral
32413,,0.0,0.0,0.0,0.0,neutral
32414,"""awesome telling civil war battle stellar cast",0.445,0.281,0.274,-0.34,negative
32415,,0.0,0.0,0.0,0.0,neutral
32416,"""it's movie parades authenticity",0.0,0.0,1.0,0.0,neutral
32417,"""wins day giving detailed account three-day battle (for first time feature film)",0.147,0.345,0.508,0.5423,positive
32418,movie's made-for-tv status militates convincingly brutal presentation battle scenes...,0.438,0.17,0.392,-0.6249,negative
32419,"""more frenetic re-enactment",0.0,0.0,1.0,0.0,neutral
32420,mostly lame particularly funny.,0.35,0.399,0.25,0.101,positive
32421,laughs fatal instinct. awful lot dead spots between.,0.6,0.178,0.222,-0.8225,negative
32422,almost feel guilty places laughed.,0.296,0.352,0.352,0.1226,positive
32423,"""lacking inspiration ingenuity",0.0,0.63,0.37,0.5267,positive
32424,result pretty much expect: really dumb stuff make laugh lot won't.,0.195,0.37,0.435,0.4951,positive
32425,"""maybe right mood like stuff. looks good",0.0,0.519,0.481,0.6597,positive
32426,"""if see another send-up sharon stone's character basic instinct",0.0,0.0,1.0,0.0,neutral
32427,small jokes buried elaborate setups. sight gags repeated point exhaustion.,0.2,0.16,0.64,-0.128,negative
32428,"""scattershot thriller spoof",0.0,0.412,0.588,0.1027,positive
32429,,0.0,0.0,0.0,0.0,neutral
32430,11-10-2002,0.0,0.0,1.0,0.0,neutral
32431,...not edgy spoof hard-nosed crime dramas ought be.,0.333,0.0,0.667,-0.5423,negative
32432,many jokes cracked up.,0.0,0.4,0.6,0.25,positive
32433,collection gags vary much wildly terms timing wit.,0.0,0.0,1.0,0.0,neutral
32434,click read review,0.0,0.0,1.0,0.0,neutral
32435,,0.0,0.0,0.0,0.0,neutral
32436,"""naturally film pokes fun conventions film medium well",0.0,0.474,0.526,0.6597,positive
32437,filmmakers provided critics ample artillery prominently featuring skunk thuddingly flat spoof erotic thrillers.,0.154,0.077,0.769,-0.2732,negative
32438,"""it's real pity",0.524,0.0,0.476,-0.296,negative
32439,,0.0,0.0,0.0,0.0,neutral
32440,continuously ineffective parody picture...,0.333,0.0,0.667,-0.128,negative
32441,"""taken",0.0,0.0,1.0,0.0,neutral
32442,"""not frame wasted taut",0.0,0.467,0.533,0.3875,positive
32443,"""flaws negate strong impact film would viewer",0.0,0.355,0.645,0.5106,positive
32444,high noon (1952) possibly all-time best western film ever made - successful box-office production stanley kramer,0.0,0.364,0.636,0.8402,positive
32445,arguably classic western.,0.5,0.0,0.5,-0.25,negative
32446,film works remarkably well simple powerful parable.,0.0,0.522,0.478,0.6659,positive
32447,"""the western may one truly american art forms",0.0,0.293,0.707,0.4404,positive
32448,"""a film means man manages avoid musk machismo",0.239,0.0,0.761,-0.296,negative
32449,"""just good guy",0.0,0.592,0.408,0.4404,positive
32450,"""this outstanding drama ticks real time",0.0,0.444,0.556,0.6124,positive
32451,primeiro filme ensinar que um faroeste poderia ter densidade dramtica sem perder suas prprias caractersticas.,0.0,0.0,1.0,0.0,neutral
32452,,0.0,0.0,0.0,0.0,neutral
32453,,0.0,0.0,0.0,0.0,neutral
32454,,0.0,0.0,0.0,0.0,neutral
32455,one best westerns ever made. edge seat entire time!,0.0,0.36,0.64,0.6696,positive
32456,05-09-2002,0.0,0.0,1.0,0.0,neutral
32457,"""there's reason upgrade previous dvd release. ... [but] movie",0.0,0.0,1.0,0.0,neutral
32458,"""meaningful implications",0.0,0.697,0.303,0.3182,positive
32459,"""regarded '50s melodrama",0.0,0.0,1.0,0.0,neutral
32460,,0.0,0.0,0.0,0.0,neutral
32461,,0.0,0.0,0.0,0.0,neutral
32462,quintessential western transcends genre,0.0,0.0,1.0,0.0,neutral
32463,,0.0,0.0,0.0,0.0,neutral
32464,great american western.,0.0,0.672,0.328,0.6249,positive
32465,...plays psychology characters situations; oater insight introspection...thought action.,0.0,0.222,0.778,0.25,positive
32466,"""more half-century later",0.0,0.0,1.0,0.0,neutral
32467,enjoyed simply well done.,0.0,0.73,0.27,0.6597,positive
32468,04-06-2004,0.0,0.0,1.0,0.0,neutral
32469,"""generates claustrophobic suspense focusing three images: kane's increasingly tense",0.231,0.0,0.769,-0.34,negative
32470,08-03-2005,0.0,0.0,1.0,0.0,neutral
32471,drop-dead brilliant western noir.,0.0,0.559,0.441,0.5859,positive
32472,,0.0,0.0,0.0,0.0,neutral
32473,"""a simple",0.0,0.0,1.0,0.0,neutral
32474,"""high noon fistful oscars",0.0,0.0,1.0,0.0,neutral
32475,"""one overestimated westerns film history",0.0,0.0,1.0,0.0,neutral
32476,,0.0,0.0,0.0,0.0,neutral
32477,,0.0,0.0,0.0,0.0,neutral
32478,one essentials,0.0,0.0,1.0,0.0,neutral
32479,"""some results ring false",0.0,0.0,1.0,0.0,neutral
32480,one top five westerns time w/cooper's oscar winning role. powerful.,0.0,0.533,0.467,0.7906,positive
32481,,0.0,0.0,0.0,0.0,neutral
32482,zinnemann carefully deliberately makes mood cast threat impending violence.,0.5,0.1,0.4,-0.7906,negative
32483,"""carl foreman's brilliant screenplay pays due respect character",0.0,0.535,0.465,0.7845,positive
32484,tense 1950s western still cinema classic.,0.324,0.0,0.676,-0.34,negative
32485,file 'classic'.,0.0,0.0,1.0,0.0,neutral
32486,"""deserving label true classic",0.0,0.483,0.517,0.4215,positive
32487,high noon combines points good citizenship excellent picturemaking.,0.0,0.524,0.476,0.765,positive
32488,"""high noon really masterpiece",0.0,0.594,0.406,0.659,positive
32489,"""deserving classic western status... although movie predicated titular twelve o'clock showdown",0.0,0.0,1.0,0.0,neutral
32490,"""it's film's brevity prevents soaring",0.0,0.245,0.755,0.0772,positive
32491,"""high noon reflected heightened fear soviets '50s",0.348,0.0,0.652,-0.4939,negative
32492,"""a perfect drama... eternal adventure men facing decisive moment luck",0.0,0.645,0.355,0.872,positive
32493,truly great western,0.0,0.875,0.125,0.7906,positive
32494,"""few westerns conveyed fear potently kane tries persuade townsfolk stand miller gang",0.225,0.0,0.775,-0.4939,negative
32495,"""with one greatest opening sequences film history",0.0,0.412,0.588,0.6369,positive
32496,...something fresh mature honest dint superior treatment along line.,0.0,0.704,0.296,0.8979,positive
32497,epitome underdog hero fighting back odds.,0.248,0.356,0.396,0.2732,positive
32498,"""an unforgettable",0.0,0.0,1.0,0.0,neutral
32499,film's assessments violence responsibility continue see high noon deliciously open discussion almost 70 years on.,0.205,0.145,0.65,-0.296,negative
32500,,0.0,0.0,0.0,0.0,neutral
32501,,0.0,0.0,0.0,0.0,neutral
32502,"""this situation",0.0,0.0,1.0,0.0,neutral
32503,,0.0,0.0,0.0,0.0,neutral
32504,07-08-2002,0.0,0.0,1.0,0.0,neutral
32505,needlessly corny...a manipulative melodrama wastes presence fine actress bates...furlong's brooding becomes rather tedious bill's drowsy dud,0.112,0.162,0.726,-0.0258,positive
32506,"""offers flinty portrait single mother six",0.0,0.0,1.0,0.0,neutral
32507,,0.0,0.0,0.0,0.0,neutral
32508,,0.0,0.0,0.0,0.0,neutral
32509,"""though kathy bates furlong's acting decent",0.0,0.0,1.0,0.0,neutral
32510,de-press-ing drama kathy bates starving family trying survive.,0.286,0.0,0.714,-0.4215,negative
32511,film really celebration resilience american family.,0.0,0.0,1.0,0.0,neutral
32512,"""the pacing terrific action always kept realistic level",0.0,0.307,0.693,0.4767,positive
32513,"""in genre one almost always asked allow leaps logic",0.0,0.17,0.83,0.1621,positive
32514,"""a terrific thriller may stretch credulity audience times",0.0,0.429,0.571,0.5423,positive
32515,davis paints bold visual strokes movie rises action-film origins becomes operatic.,0.0,0.206,0.794,0.3818,positive
32516,"""""""innovative"""" legitimate description fugitive",0.0,0.492,0.508,0.4404,positive
32517,"""a flurry stunts",0.0,0.0,1.0,0.0,neutral
32518,"""a juggernaut exaggeration",0.0,0.0,1.0,0.0,neutral
32519,"""...as far chase genre goes",0.0,0.0,1.0,0.0,neutral
32520,"""harrison ford awfully good",0.0,0.516,0.484,0.4927,positive
32521,"""the film stylish",0.0,0.0,1.0,0.0,neutral
32522,"""if expecting subtlety",0.0,0.0,1.0,0.0,neutral
32523,"""frenetically-paced",0.0,0.0,1.0,0.0,neutral
32524,swiftly paced who-dunnit good hollywood action-thrillers get.,0.0,0.505,0.495,0.6249,positive
32525,"""not get smarts casting harrison ford engimatic tommy lee jones",0.195,0.0,0.805,-0.2924,negative
32526,fast-paced slickly enjoyable chase thriller.,0.0,0.589,0.411,0.5106,positive
32527,"""overrated",0.0,0.0,1.0,0.0,neutral
32528,,0.0,0.0,0.0,0.0,neutral
32529,,0.0,0.0,0.0,0.0,neutral
32530,"""both stars toughness restraint make characters' battle wits truly hypnotic",0.277,0.212,0.511,0.0258,negative
32531,"""as nail-biters go",0.0,0.0,1.0,0.0,neutral
32532,,0.0,0.0,0.0,0.0,neutral
32533,...still stands today eight years ago definitive example make summer movie right (heck; make movie right).,0.0,0.0,1.0,0.0,neutral
32534,"""good overrated. exciting",0.0,0.859,0.141,0.7269,positive
32535,opening scene powerful puts edge. film works!,0.0,0.34,0.66,0.4753,positive
32536,excellent battle-of-wits thriller led stars harrison ford tommy lee jones.,0.0,0.389,0.611,0.6249,positive
32537,,0.0,0.0,0.0,0.0,neutral
32538,"""one exciting",0.0,0.762,0.238,0.4939,positive
32539,05-01-2004,0.0,0.0,1.0,0.0,neutral
32540,,0.0,0.0,0.0,0.0,neutral
32541,,0.0,0.0,0.0,0.0,neutral
32542,"""very good",0.0,0.762,0.238,0.4927,positive
32543,,0.0,0.0,0.0,0.0,neutral
32544,08-07-2004,0.0,0.0,1.0,0.0,neutral
32545,,0.0,0.0,0.0,0.0,neutral
32546,18-02-2005,0.0,0.0,1.0,0.0,neutral
32547,,0.0,0.0,0.0,0.0,neutral
32548,"""a glossy",0.0,0.0,1.0,0.0,neutral
32549,"""a hair-raising",0.0,0.0,1.0,0.0,neutral
32550,,0.0,0.0,0.0,0.0,neutral
32551,"""ford jones make admirable adversaries",0.233,0.419,0.349,0.3818,positive
32552,relentless action + strong ford tommy lee performances make classic.,0.0,0.36,0.64,0.5423,positive
32553,"""a fast-paced action-adventure picture written large upon screen. helped along",0.0,0.0,1.0,0.0,neutral
32554,31-10-2007,0.0,0.0,1.0,0.0,neutral
32555,tommy lee jones offers fun drive largely implausible highly enjoyable remake popular tv series.,0.0,0.465,0.535,0.861,positive
32556,real escapist cinema.,0.0,0.0,1.0,0.0,neutral
32557,performances transform otherwise orthodox cat-and-mouse movie gripping experience.,0.0,0.0,1.0,0.0,neutral
32558,"""a consummate nail-biter never lags",0.0,0.345,0.655,0.2755,positive
32559,"""harrison ford mostly runs fights",0.403,0.0,0.597,-0.4019,negative
32560,"""though good half hour long",0.0,0.42,0.58,0.4404,positive
32561,first-rate thriller.,0.0,0.583,0.417,0.1027,positive
32562,rare example everything hollywood machine coming together right way right time working perfectly.,0.0,0.259,0.741,0.6369,positive
32563,"""taut",0.0,0.0,1.0,0.0,neutral
32564,high-powered summer blockbuster. something cannier (and rarer): suspense thriller rooted character.,0.0,0.371,0.629,0.6486,positive
32565,heart-pounding thriller great acting.,0.0,0.733,0.267,0.6705,positive
32566,andrew davis provides memorable set-pieces impressive adaptation '60s tv series.;,0.0,0.268,0.732,0.5106,positive
32567,"""just thought movies given special effects departments high-tech fantasies sustain",0.0,0.231,0.769,0.4019,positive
32568,"""the film little well-oiled machine serves strictly limited function",0.192,0.0,0.808,-0.2263,negative
32569,"""for dynamite suspense loaded thrills wicked fun",0.245,0.54,0.216,0.4767,positive
32570,"""ford fine innocent surgeon wrongfully convicted murder wife sets find real killer. movie stolen nose tommy lee jones",0.415,0.143,0.442,-0.875,negative
32571,"""no fewer six editors stitched shots together",0.0,0.0,1.0,0.0,neutral
32572,i've already seen fugitive twice. i'll probably see again.,0.0,0.0,1.0,0.0,neutral
32573,fugitive runs hard true whole way through.,0.152,0.304,0.543,0.34,positive
32574,"""thoroughly engaging",0.0,0.729,0.271,0.4005,positive
32575,sparkling suspense picture.,0.0,0.524,0.476,0.296,positive
32576,film treats profoundly preposterous plot serious idea.,0.178,0.0,0.822,-0.0772,negative
32577,"""while actors film",0.0,0.0,1.0,0.0,neutral
32578,"""the fugitive super-adrenalized stemwinder",0.0,0.0,1.0,0.0,neutral
32579,"""it's pleasure find thriller fulfilling duties gusto: emotions ring solid",0.0,0.489,0.511,0.6908,positive
32580,action film heavyweight purely excellent masterpiece...,0.0,0.677,0.323,0.8545,positive
32581,"""directed maximum impact andrew davis",0.0,0.0,1.0,0.0,neutral
32582,many ways fugitive represents pinnacle genre much style more: suspense/action picture.,0.0,0.0,1.0,0.0,neutral
32583,"""working tight script jeb stuart david twohy",0.0,0.0,1.0,0.0,neutral
32584,"""for majority moviegoers born last episode",0.0,0.0,1.0,0.0,neutral
32585,"""led two stellar performances",0.0,0.0,1.0,0.0,neutral
32586,"""call something """"real train wreck"""" considered put-down. fast-track",0.293,0.0,0.707,-0.4404,negative
32587,"""it's film uses spectacle set characters",0.0,0.0,1.0,0.0,neutral
32588,"""the fugitive pursuer given attention script",0.0,0.0,1.0,0.0,neutral
32589,,0.0,0.0,0.0,0.0,neutral
32590,,0.0,0.0,0.0,0.0,neutral
32591,"""""""fearless"""" like short story shines bright light",0.0,0.675,0.325,0.8074,positive
32592,,0.0,0.0,0.0,0.0,neutral
32593,"""the film offers enough poignant moments",0.0,0.0,1.0,0.0,neutral
32594,,0.0,0.0,0.0,0.0,neutral
32595,,0.0,0.0,0.0,0.0,neutral
32596,"""bridges turns another become astoundingly long list brilliant performances. using simplest means imaginable",0.0,0.385,0.615,0.7845,positive
32597,"""there times """"fearless"""" really soars",0.0,0.42,0.58,0.4404,positive
32598,"""like fellow behind muttered end credits rolled",0.0,0.5,0.5,0.6124,positive
32599,sublime meditation physicality following traumatic plane crash.,0.561,0.0,0.439,-0.7506,negative
32600,,0.0,0.0,0.0,0.0,neutral
32601,"""jeff bridges. wow. man's genius! (movie's pretty darn good",0.0,0.629,0.371,0.8805,positive
32602,"""formidable unforgettable film mystery",0.0,0.0,1.0,0.0,neutral
32603,,0.0,0.0,0.0,0.0,neutral
32604,great shattering film.,0.0,0.672,0.328,0.6249,positive
32605,mr. bridges well difficult role.,0.329,0.276,0.395,-0.1027,negative
32606,bridges terrific gripping look surviving disasters.,0.303,0.445,0.252,0.1779,positive
32607,one overlooked gems 1990s,0.268,0.0,0.732,-0.0258,negative
32608,"""a puzzling",0.0,0.0,1.0,0.0,neutral
32609,,0.0,0.0,0.0,0.0,neutral
32610,,0.0,0.0,0.0,0.0,neutral
32611,30-10-2004,0.0,0.0,1.0,0.0,neutral
32612,one bridges' greatest performances. man win oscar?,0.0,0.615,0.385,0.8402,positive
32613,,0.0,0.0,0.0,0.0,neutral
32614,,0.0,0.0,0.0,0.0,neutral
32615,"""as often weir",0.0,0.0,1.0,0.0,neutral
32616,"""weir yglesias",0.0,0.0,1.0,0.0,neutral
32617,"""not gripping",0.0,0.0,1.0,0.0,neutral
32618,,0.0,0.0,0.0,0.0,neutral
32619,"""bridges fine",0.0,0.643,0.357,0.2023,positive
32620,best film time,0.0,0.677,0.323,0.6369,positive
32621,"""fearless rare commercial movie raises questions answers. leave altered state yourself--moved",0.092,0.221,0.687,0.4019,positive
32622,"""especially acted jeff bridges",0.0,0.0,1.0,0.0,neutral
32623,...it's sense sadness gives movie backbone.,0.367,0.0,0.633,-0.4404,negative
32624,"""in fearless",0.0,0.744,0.256,0.4404,positive
32625,[jeff] bridges [rosie] perez exceptional movie explores stages fear two people overcome them.,0.211,0.0,0.789,-0.4939,negative
32626,"""like movie",0.0,0.714,0.286,0.3612,positive
32627,bad movie even serve entertainment. [full review spanish],0.285,0.228,0.488,-0.1779,negative
